id,學校,資料網址,縣市,鄉鎮市區,公私立,住址,電話,核定人數,營運狀態,處分日期,裁處文號,違反之規定,負責人/行為人,處分內容,處分依據
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBrADYAeQBvAHAAZQA0AE8AQgAzAFQAQwBzAHYAWABGAGcAcwBYADMARgBnAD0A,新竹市私立菲曼伲藝術幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBrADYAeQBvAHAAZQA0AE8AQgAzAFQAQwBzAHYAWABGAGcAcwBYADMARgBnAD0A,新竹市,新竹市,私立,[300]東華路62號1-2樓,(03)5300199,156,正常,2019/12/24,府教特字第10801908422號,第34條,負責人：王勝樑,"罰鍰：6,000元",第26條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBrAHEAbQBCAHAAawBoAEkAOABLAHcATABQADIAbwBrAFUAYwBDAEkAWgBRAD0A,新竹市私立嘉德琳幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBrAHEAbQBCAHAAawBoAEkAOABLAHcATABQADIAbwBrAFUAYwBDAEkAWgBRAD0A,新竹市,新竹市,私立,[300]光復路二段2巷49-4號1樓,(03)5715890,90,正常,2020/08/07,府教特字第1090119621號,第49條(107/6/27修正公布),負責人：萬瑞琴,"罰鍰：6,000元",第38條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUAcABqAEMAaABIAHUAWQBzADgAZABFAEkAeQBGAFoAQwA0AFAAOAB3AD0A,新竹市私立紐約幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUAcABqAEMAaABIAHUAWQBzADgAZABFAEkAeQBGAFoAQwA0AFAAOAB3AD0A,新竹市,新竹市,私立,[300]光復路一段585號,(03)6668588,90,正常,2018/11/12,府教特字第1080169623號,第49條(107/6/27修正公布),負責人：柳懿真,"罰鍰：6,000元",第8條第6項--設施設備
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBpAEkASABPAE8ATwA4AGcAUgBZAHgAZQBjAFoAcQB3AFUATwBUACsAMwA0AD0A,新竹市私立維肯幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBpAEkASABPAE8ATwA4AGcAUgBZAHgAZQBjAFoAcQB3AFUATwBUACsAMwA0AD0A,新竹市,新竹市,私立,[300]湳雅街91-1號,(03)5339733,298,正常,2020/07/02,府教特字第1090098946號,第34條,負責人：楊明潭,"罰鍰：6,000元",第26條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBoADYAMQBRAHEAcwBpAFEAeABrAHEAdABPAEoAYQBuAG0AdQBYAHQAWgBzAD0A,新竹市私立新悅成幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBoADYAMQBRAHEAcwBpAFEAeABrAHEAdABPAEoAYQBuAG0AdQBYAHQAWgBzAD0A,新竹市,新竹市,私立,[300]北大路四十巷9-2號,(03)5427505,90,正常,2020/01/16,府教特字第1090016725號,第34條,負責人：傅麗娜,"罰鍰：6,000元",第26條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUARgBDAHgAZgBWAGIATQAxAFgAcgBsAG4AKwAxAFYAbABxAFoAagBFAD0A,新竹市私立諾貝兒幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUARgBDAHgAZgBWAGIATQAxAFgAcgBsAG4AKwAxAFYAbABxAFoAagBFAD0A,新竹市,新竹市,私立,[300]東大路2段165號1-2樓,(03)5328438,120,正常,2020/06/17,府教特字第1090093248號,第49條(107/6/27修正公布),負責人：夏立廉,"罰鍰：20,000元",第38條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUARgBDAHgAZgBWAGIATQAxAFgAcgBsAG4AKwAxAFYAbABxAFoAagBFAD0A,新竹市私立諾貝兒幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAHUARgBDAHgAZgBWAGIATQAxAFgAcgBsAG4AKwAxAFYAbABxAFoAagBFAD0A,新竹市,新竹市,私立,[300]東大路2段165號1-2樓,(03)5328438,120,正常,2020/02/11,府教特字第1090026895號,第49條(107/6/27修正公布),負責人：夏立廉,"罰鍰：15,000元",第38條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawB1AFYATgA4AGEAUwBTAC8AVgBLACsAMAA5ACsASABqAEkAcwBKAEQAbwBNAD0A,新竹市私立立人幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawB1AFYATgA4AGEAUwBTAC8AVgBLACsAMAA5ACsASABqAEkAcwBKAEQAbwBNAD0A,新竹市,新竹市,私立,[300]城北街71號,(03)5228811,55,正常,2018/12/22,府教特字第1070192345號,第34條,負責人：陳立緯,"罰鍰：18,000元",第26條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAGIAUQAvAEgAbwBzAEIANwBrAGUAVQBOADAAdQBtAFkAWABiAHUAWABVAD0A,新竹市私立嘉德琳關埔幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawByAGIAUQAvAEgAbwBzAEIANwBrAGUAVQBOADAAdQBtAFkAWABiAHUAWABVAD0A,新竹市,新竹市,私立,[300]埔頂三路148號1-3樓,(03)5790918,133,正常,2019/06/20,府教特字第1080095934號,第34條,負責人：萬瑞琴,"罰鍰：6,000元",第26條第2項
RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBqAEMATgA4AFIAQQB6AHoARQA3AEcAUABGAFMAbwB1AEMAMgBZAHAAKwA0AD0A,新竹市私立艾丁堡幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=RwBkAEQAdwBlAGEAbQBlAGgASQBBAEgAaQBjADAAOABYADIAdABXAHEAegB5AGwAWABSAFgAegBxAGcATABhAEMASABlAEkARQBvAFQAZABIADMAbgArAEUAbABSADUAKwBWAG0ASgBsADcAaQBHAHIAcQBnAGkATgBtAHUAUwAxAHYARABMAHoAdABaAFUAdgBkADgAawBxADkAbQBuADkAZQBSAG0AawBqAEMATgA4AFIAQQB6AHoARQA3AEcAUABGAFMAbwB1AEMAMgBZAHAAKwA0AD0A,新竹市,新竹市,私立,[300]延平路一段214巷74號1-2樓,(03)5251000,105,正常,2019/11/21,府教特字第1080175378號,第34條,負責人：楊禮誌,"罰鍰：6,000元",第26條第2項
