id,學校,資料網址,縣市,鄉鎮市區,公私立,住址,電話,核定人數,營運狀態,處分日期,裁處文號,違反之規定,負責人/行為人,處分內容,處分依據
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABDAFkAawBvAFUAUwBrAE0AbgBpAFgARgB1ADEAYgB4AEkAcwBMAFgAbABNAD0A,財團法人中華基督教衛理公會附設高雄市私立衛理幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABDAFkAawBvAFUAUwBrAE0AbgBpAFgARgB1ADEAYgB4AEkAcwBMAFgAbABNAD0A,高雄市,新興區,私立,[800]中山二路564號,(07)2314853,150,正常,2020/07/16,高市教幼字第10935560500號,第49條(107/6/27修正公布),負責人：林佼瑩,"罰鍰：6,000元",第38條第2項
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市私立景和幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市,新興區,私立,[800]錦田路43號、43-1號,(07)2226788,38,正常,2020/06/19,高市教幼字第10934870300號,第49條(107/6/27修正公布),負責人：羅景讚,"罰鍰：6,000元",第38條第2項
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市私立景和幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市,新興區,私立,[800]錦田路43號、43-1號,(07)2226788,38,正常,2019/07/12,高市教幼字第10834747200號,第49條(107/6/27修正公布),負責人：羅景讚,"罰鍰：12,000元",第8條第6項--招收人數限制
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市私立景和幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市,新興區,私立,[800]錦田路43號、43-1號,(07)2226788,38,正常,2019/01/07,高市教幼字第10830016400號,第49條(107/6/27修正公布),負責人：熊家妤,"罰鍰：6,000元",第8條第6項--招收人數限制
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市私立景和幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABQADgAZgBKAEQAZQBCADYAYgBaAFcAcwBTAHoAegBmAE4AUgBIADYAcgA4AD0A,高雄市,新興區,私立,[800]錦田路43號、43-1號,(07)2226788,38,正常,2018/12/18,高市教幼字第10738511800號,第49條(107/6/27修正公布),負責人：熊家妤,"罰鍰：6,000元",第8條第6項--招收人數限制
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABLAGwAYwBhAHoARwBxAGQAWgBRAEIAaQBqAHAAQwAyADQAbwBaAHgAYQBJAD0A,高雄市私立優群五福幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBIAFEASQBGACsAaABOAEIAbAAzACsAbAA2AG8AOQBpAGkARQBBAGoATABLAGwAYwBhAHoARwBxAGQAWgBRAEIAaQBqAHAAQwAyADQAbwBaAHgAYQBJAD0A,高雄市,新興區,私立,[800]民生一路1之10號,(07)2228386,102,正常,2020/03/04,高市教幼字第10931279400號,第49條(107/6/27修正公布),負責人：鄭振旺,"罰鍰：6,000元",第26條第3項
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBXAE0AYwBPAGoAMgBGAFMALwArAHgAWABsADkAZQB1ADYARgAvADgARgBZAD0A,高雄市私立感恩幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBXAE0AYwBPAGoAMgBGAFMALwArAHgAWABsADkAZQB1ADYARgAvADgARgBZAD0A,高雄市,苓雅區,私立,[802]家齊路7號,(07)7229383,60,正常,2019/01/14,高市教幼字第10830286600號,第49條(107/6/27修正公布),負責人：宋美蓮,"罰鍰：6,000元",第8條第6項--招收人數限制
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBTACsAcwBIACsAdwBKAGIATQB1AFEASAAzAHoAOQBQAHUAWgBvAHEAeABNAD0A,高雄市私立四季幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBTACsAcwBIACsAdwBKAGIATQB1AFEASAAzAHoAOQBQAHUAWgBvAHEAeABNAD0A,高雄市,苓雅區,私立,[802]仁德街149號1至3樓,(07)3386912,55,正常,2019/08/09,高市教幼字第10835286700號,第47條第1項(107/6/27修正公布),負責人：唐月員,"罰鍰：50,000元",第15條第3項
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBTACsAcwBIACsAdwBKAGIATQB1AFEASAAzAHoAOQBQAHUAWgBvAHEAeABNAD0A,高雄市私立四季幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBTACsAcwBIACsAdwBKAGIATQB1AFEASAAzAHoAOQBQAHUAWgBvAHEAeABNAD0A,高雄市,苓雅區,私立,[802]仁德街149號1至3樓,(07)3386912,55,正常,2019/07/05,高市教幼字第10834629200號,第49條(107/6/27修正公布),負責人：唐月員,"罰鍰：6,000元",第8條第6項--招收人數限制
UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBjAEoAbgBnAGYAbwBhAE4AOQBVAEwAcQBvAGoAaQBYADcAVgBoAGgAZQBZAD0A,高雄市私立傑尼爾幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=UwBzAHIANAAvAEYASABsAGEAdAA5AEsAVQBzADQATwBDAEcALwBRAC8AawBtACsAMQBPAGIAMgBSAHkAaABaACsAagBoAFoAOABVADMAQQBoADEAawBaAEcAaABWAG8ASQBOAHIAZQBQAEUAMgBnAHYASwB3AHYAagBZAEcAKwBPAG0ATABCAEkAMwBEAE4AYgB4AGEAOABoAG4ASwB0AFIAZABZAFAATgBjAEoAbgBnAGYAbwBhAE4AOQBVAEwAcQBvAGoAaQBYADcAVgBoAGgAZQBZAD0A,高雄市,苓雅區,私立,[802]廣州一街125號,(07)7110031,360,正常,2020/04/09,高市教幼字第10931997800號,第47條第1項(107/6/27修正公布),負責人：謝佳宏,"罰鍰：50,000元",第15條第3項
